Sno,year,state,month,number,date
4860,2016,Rio,Abril,32,01-01-2016
4861,2017,Rio,Abril,51,01-01-2017
4862,1998,Rio,Maio,0,01-01-1998
4863,1999,Rio,Maio,13,01-01-1999
4864,2000,Rio,Maio,4,01-01-2000
4865,2001,Rio,Maio,4,01-01-2001
4866,2002,Rio,Maio,7,01-01-2002
4867,2003,Rio,Maio,18,01-01-2003
4868,2004,Rio,Maio,4,01-01-2004
4869,2005,Rio,Maio,24,01-01-2005
4870,2006,Rio,Maio,24,01-01-2006
4871,2007,Rio,Maio,3,01-01-2007
4872,2008,Rio,Maio,20,01-01-2008
4873,2009,Rio,Maio,177,01-01-2009
4874,2010,Rio,Maio,9,01-01-2010
4875,2011,Rio,Maio,20,01-01-2011
4876,2012,Rio,Maio,112,01-01-2012
4877,2013,Rio,Maio,14,01-01-2013
4878,2014,Rio,Maio,63,01-01-2014
4879,2015,Rio,Maio,169,01-01-2015
4880,2016,Rio,Maio,37,01-01-2016
4881,2017,Rio,Maio,43,01-01-2017
4882,1998,Rio,Junho,0,01-01-1998
4883,1999,Rio,Junho,9,01-01-1999
4884,2000,Rio,Junho,0,01-01-2000
4885,2001,Rio,Junho,1,01-01-2001
4886,2002,Rio,Junho,4,01-01-2002
4887,2003,Rio,Junho,14,01-01-2003
4888,2004,Rio,Junho,52,01-01-2004
4889,2005,Rio,Junho,50,01-01-2005
4890,2006,Rio,Junho,7,01-01-2006
4891,2007,Rio,Junho,10,01-01-2007
4892,2008,Rio,Junho,16,01-01-2008
4893,2009,Rio,Junho,30,01-01-2009
4894,2010,Rio,Junho,4,01-01-2010
4895,2011,Rio,Junho,12,01-01-2011
4896,2012,Rio,Junho,86,01-01-2012
4897,2013,Rio,Junho,10,01-01-2013
4898,2014,Rio,Junho,62,01-01-2014
4899,2015,Rio,Junho,68,01-01-2015
4900,2016,Rio,Junho,261,01-01-2016
4901,2017,Rio,Junho,103,01-01-2017
4902,1998,Rio,Julho,0,01-01-1998
4903,1999,Rio,Julho,10,01-01-1999
4904,2000,Rio,Julho,6,01-01-2000
4905,2001,Rio,Julho,6,01-01-2001
4906,2002,Rio,Julho,93,01-01-2002
4907,2003,Rio,Julho,55,01-01-2003
4908,2004,Rio,Julho,156,01-01-2004
4909,2005,Rio,Julho,47,01-01-2005
4910,2006,Rio,Julho,45,01-01-2006
4911,2007,Rio,Julho,7,01-01-2007
4912,2008,Rio,Julho,25,01-01-2008
4913,2009,Rio,Julho,47,01-01-2009
4914,2010,Rio,Julho,34,01-01-2010
4915,2011,Rio,Julho,45,01-01-2011
4916,2012,Rio,Julho,134,01-01-2012
4917,2013,Rio,Julho,42,01-01-2013
4918,2014,Rio,Julho,209,01-01-2014
4919,2015,Rio,Julho,60,01-01-2015
4920,2016,Rio,Julho,865,01-01-2016
4921,2017,Rio,Julho,885,01-01-2017
4922,1998,Rio,Agosto,9,01-01-1998
4923,1999,Rio,Agosto,24,01-01-1999
4924,2000,Rio,Agosto,18,01-01-2000
4925,2001,Rio,Agosto,36,01-01-2001
4926,2002,Rio,Agosto,824,01-01-2002
4927,2003,Rio,Agosto,1.419,01-01-2003
4928,2004,Rio,Agosto,403,01-01-2004
4929,2005,Rio,Agosto,120,01-01-2005
4930,2006,Rio,Agosto,642,01-01-2006
4931,2007,Rio,Agosto,258,01-01-2007
4932,2008,Rio,Agosto,56,01-01-2008
4933,2009,Rio,Agosto,1.057,01-01-2009
4934,2010,Rio,Agosto,267,01-01-2010
4935,2011,Rio,Agosto,116,01-01-2011
4936,2012,Rio,Agosto,410,01-01-2012
4937,2013,Rio,Agosto,156,01-01-2013
4938,2014,Rio,Agosto,1.168,01-01-2014
4939,2015,Rio,Agosto,414,01-01-2015
4940,2016,Rio,Agosto,1.111,01-01-2016
4941,2017,Rio,Agosto,819,01-01-2017
4942,1998,Rio,Setembro,60,01-01-1998
4943,1999,Rio,Setembro,19,01-01-1999
4944,2000,Rio,Setembro,27,01-01-2000
4945,2001,Rio,Setembro,2,01-01-2001
4946,2002,Rio,Setembro,226,01-01-2002
4947,2003,Rio,Setembro,828,01-01-2003
4948,2004,Rio,Setembro,431,01-01-2004
4949,2005,Rio,Setembro,189,01-01-2005
4950,2006,Rio,Setembro,444,01-01-2006
4951,2007,Rio,Setembro,573,01-01-2007
4952,2008,Rio,Setembro,97,01-01-2008
4953,2009,Rio,Setembro,39,01-01-2009
4954,2010,Rio,Setembro,250,01-01-2010
4955,2011,Rio,Setembro,449,01-01-2011
4956,2012,Rio,Setembro,113,01-01-2012
4957,2013,Rio,Setembro,290,01-01-2013
4958,2014,Rio,Setembro,224,01-01-2014
4959,2015,Rio,Setembro,222,01-01-2015
4960,2016,Rio,Setembro,628,01-01-2016
4961,2017,Rio,Setembro,343,01-01-2017
4962,1998,Rio,Outubro,169,01-01-1998
4963,1999,Rio,Outubro,56,01-01-1999
4964,2000,Rio,Outubro,10,01-01-2000
4965,2001,Rio,Outubro,13,01-01-2001
4966,2002,Rio,Outubro,10,01-01-2002
4967,2003,Rio,Outubro,360,01-01-2003
4968,2004,Rio,Outubro,680,01-01-2004
4969,2005,Rio,Outubro,83,01-01-2005
4970,2006,Rio,Outubro,160,01-01-2006
4971,2007,Rio,Outubro,21,01-01-2007
4972,2008,Rio,Outubro,135,01-01-2008
4973,2009,Rio,Outubro,148,01-01-2009
4974,2010,Rio,Outubro,95,01-01-2010
4975,2011,Rio,Outubro,74,01-01-2011
4976,2012,Rio,Outubro,91,01-01-2012
4977,2013,Rio,Outubro,104,01-01-2013
4978,2014,Rio,Outubro,110,01-01-2014
4979,2015,Rio,Outubro,70,01-01-2015
4980,2016,Rio,Outubro,93,01-01-2016
4981,2017,Rio,Outubro,101,01-01-2017
4982,1998,Rio,Novembro,28,01-01-1998
4983,1999,Rio,Novembro,103,01-01-1999
4984,2000,Rio,Novembro,18,01-01-2000
4985,2001,Rio,Novembro,49,01-01-2001
4986,2002,Rio,Novembro,117,01-01-2002
4987,2003,Rio,Novembro,121,01-01-2003
4988,2004,Rio,Novembro,161,01-01-2004
4989,2005,Rio,Novembro,227,01-01-2005
4990,2006,Rio,Novembro,27,01-01-2006
4991,2007,Rio,Novembro,13,01-01-2007
4992,2008,Rio,Novembro,14,01-01-2008
4993,2009,Rio,Novembro,4,01-01-2009
4994,2010,Rio,Novembro,90,01-01-2010
4995,2011,Rio,Novembro,117,01-01-2011
4996,2012,Rio,Novembro,74,01-01-2012
4997,2013,Rio,Novembro,110,01-01-2013
4998,2014,Rio,Novembro,68,01-01-2014
4999,2015,Rio,Novembro,30,01-01-2015
5000,2016,Rio,Novembro,105,01-01-2016
5001,2017,Rio,Novembro,137,01-01-2017
5002,1998,Rio,Dezembro,605,01-01-1998
5003,1999,Rio,Dezembro,1.11,01-01-1999
5004,2000,Rio,Dezembro,80,01-01-2000
5005,2001,Rio,Dezembro,80,01-01-2001
5006,2002,Rio,Dezembro,45,01-01-2002
5007,2003,Rio,Dezembro,98,01-01-2003
5008,2004,Rio,Dezembro,99,01-01-2004
5009,2005,Rio,Dezembro,35,01-01-2005
5010,2006,Rio,Dezembro,15,01-01-2006
5011,2007,Rio,Dezembro,25,01-01-2007
5012,2008,Rio,Dezembro,32,01-01-2008
5013,2009,Rio,Dezembro,15,01-01-2009
5014,2010,Rio,Dezembro,103,01-01-2010
5015,2011,Rio,Dezembro,69,01-01-2011
5016,2012,Rio,Dezembro,38,01-01-2012
5017,2013,Rio,Dezembro,62,01-01-2013
5018,2014,Rio,Dezembro,31,01-01-2014
5019,2015,Rio,Dezembro,42,01-01-2015
5020,2016,Rio,Dezembro,79,01-01-2016
5021,1998,Rondonia,Janeiro,0,01-01-1998
5022,1999,Rondonia,Janeiro,1,01-01-1999
5023,2000,Rondonia,Janeiro,0,01-01-2000
5024,2001,Rondonia,Janeiro,0,01-01-2001
5025,2002,Rondonia,Janeiro,6,01-01-2002
5026,2003,Rondonia,Janeiro,62,01-01-2003
5027,2004,Rondonia,Janeiro,30,01-01-2004
5028,2005,Rondonia,Janeiro,99,01-01-2005
5029,2006,Rondonia,Janeiro,16,01-01-2006
5030,2007,Rondonia,Janeiro,33,01-01-2007
5031,2008,Rondonia,Janeiro,4,01-01-2008
5032,2009,Rondonia,Janeiro,17,01-01-2009
5033,2010,Rondonia,Janeiro,18,01-01-2010
5034,2011,Rondonia,Janeiro,1,01-01-2011
5035,2012,Rondonia,Janeiro,2,01-01-2012
5036,2013,Rondonia,Janeiro,7,01-01-2013
5037,2014,Rondonia,Janeiro,12,01-01-2014
5038,2015,Rondonia,Janeiro,30,01-01-2015
5039,2016,Rondonia,Janeiro,93,01-01-2016
5040,2017,Rondonia,Janeiro,44,01-01-2017
5041,1998,Rondonia,Fevereiro,0,01-01-1998
5042,1999,Rondonia,Fevereiro,1,01-01-1999
5043,2000,Rondonia,Fevereiro,6,01-01-2000
5044,2001,Rondonia,Fevereiro,2,01-01-2001
5045,2002,Rondonia,Fevereiro,8,01-01-2002
5046,2003,Rondonia,Fevereiro,10,01-01-2003
5047,2004,Rondonia,Fevereiro,12,01-01-2004
5048,2005,Rondonia,Fevereiro,42,01-01-2005
5049,2006,Rondonia,Fevereiro,17,01-01-2006
5050,2007,Rondonia,Fevereiro,8,01-01-2007
5051,2008,Rondonia,Fevereiro,7,01-01-2008
5052,2009,Rondonia,Fevereiro,1,01-01-2009
5053,2010,Rondonia,Fevereiro,9,01-01-2010
5054,2011,Rondonia,Fevereiro,2,01-01-2011
5055,2012,Rondonia,Fevereiro,9,01-01-2012
5056,2013,Rondonia,Fevereiro,8,01-01-2013
5057,2014,Rondonia,Fevereiro,5,01-01-2014
5058,2015,Rondonia,Fevereiro,22,01-01-2015
5059,2016,Rondonia,Fevereiro,88,01-01-2016
5060,2017,Rondonia,Fevereiro,10,01-01-2017
5061,1998,Rondonia,Março,0,01-01-1998
5062,1999,Rondonia,Março,8,01-01-1999
5063,2000,Rondonia,Março,9,01-01-2000
5064,2001,Rondonia,Março,0,01-01-2001
5065,2002,Rondonia,Março,1,01-01-2002
5066,2003,Rondonia,Março,13,01-01-2003
5067,2004,Rondonia,Março,20,01-01-2004
5068,2005,Rondonia,Março,17,01-01-2005
5069,2006,Rondonia,Março,15,01-01-2006
5070,2007,Rondonia,Março,20,01-01-2007
5071,2008,Rondonia,Março,2,01-01-2008
5072,2009,Rondonia,Março,12,01-01-2009
5073,2010,Rondonia,Março,11,01-01-2010
5074,2011,Rondonia,Março,6,01-01-2011
5075,2012,Rondonia,Março,6,01-01-2012
5076,2013,Rondonia,Março,23,01-01-2013
5077,2014,Rondonia,Março,13,01-01-2014
5078,2015,Rondonia,Março,15,01-01-2015
5079,2016,Rondonia,Março,25,01-01-2016
5080,2017,Rondonia,Março,21,01-01-2017
5081,1998,Rondonia,Abril,0,01-01-1998
5082,1999,Rondonia,Abril,3,01-01-1999
5083,2000,Rondonia,Abril,0,01-01-2000
5084,2001,Rondonia,Abril,0,01-01-2001
5085,2002,Rondonia,Abril,3,01-01-2002
5086,2003,Rondonia,Abril,10,01-01-2003
5087,2004,Rondonia,Abril,14,01-01-2004
5088,2005,Rondonia,Abril,7,01-01-2005
5089,2006,Rondonia,Abril,0,01-01-2006
5090,2007,Rondonia,Abril,0,01-01-2007
5091,2008,Rondonia,Abril,8,01-01-2008
5092,2009,Rondonia,Abril,3,01-01-2009
5093,2010,Rondonia,Abril,19,01-01-2010
5094,2011,Rondonia,Abril,8,01-01-2011
5095,2012,Rondonia,Abril,12,01-01-2012
5096,2013,Rondonia,Abril,9,01-01-2013
5097,2014,Rondonia,Abril,15,01-01-2014
5098,2015,Rondonia,Abril,15,01-01-2015
5099,2016,Rondonia,Abril,59,01-01-2016
5100,2017,Rondonia,Abril,19,01-01-2017
5101,1998,Rondonia,Maio,0,01-01-1998
5102,1999,Rondonia,Maio,3,01-01-1999
5103,2000,Rondonia,Maio,13,01-01-2000
5104,2001,Rondonia,Maio,5,01-01-2001
5105,2002,Rondonia,Maio,10,01-01-2002
5106,2003,Rondonia,Maio,21,01-01-2003
5107,2004,Rondonia,Maio,9,01-01-2004
5108,2005,Rondonia,Maio,38,01-01-2005
5109,2006,Rondonia,Maio,7,01-01-2006
5110,2007,Rondonia,Maio,4,01-01-2007
5111,2008,Rondonia,Maio,1,01-01-2008
5112,2009,Rondonia,Maio,6,01-01-2009
5113,2010,Rondonia,Maio,41,01-01-2010
5114,2011,Rondonia,Maio,54,01-01-2011
5115,2012,Rondonia,Maio,22,01-01-2012
5116,2013,Rondonia,Maio,9,01-01-2013
5117,2014,Rondonia,Maio,28,01-01-2014
5118,2015,Rondonia,Maio,13,01-01-2015
5119,2016,Rondonia,Maio,44,01-01-2016
5120,2017,Rondonia,Maio,31,01-01-2017
5121,1998,Rondonia,Junho,26,01-01-1998
5122,1999,Rondonia,Junho,10,01-01-1999
5123,2000,Rondonia,Junho,54,01-01-2000
5124,2001,Rondonia,Junho,31,01-01-2001
5125,2002,Rondonia,Junho,141,01-01-2002
5126,2003,Rondonia,Junho,74,01-01-2003
5127,2004,Rondonia,Junho,151,01-01-2004
5128,2005,Rondonia,Junho,153,01-01-2005
5129,2006,Rondonia,Junho,40,01-01-2006
5130,2007,Rondonia,Junho,71,01-01-2007
5131,2008,Rondonia,Junho,11,01-01-2008
5132,2009,Rondonia,Junho,13,01-01-2009
5133,2010,Rondonia,Junho,44,01-01-2010
5134,2011,Rondonia,Junho,130,01-01-2011
5135,2012,Rondonia,Junho,32,01-01-2012
5136,2013,Rondonia,Junho,22,01-01-2013
5137,2014,Rondonia,Junho,92,01-01-2014
5138,2015,Rondonia,Junho,119,01-01-2015
5139,2016,Rondonia,Junho,170,01-01-2016
5140,2017,Rondonia,Junho,192,01-01-2017
5141,1998,Rondonia,Julho,365,01-01-1998
5142,1999,Rondonia,Julho,135,01-01-1999
5143,2000,Rondonia,Julho,117,01-01-2000
5144,2001,Rondonia,Julho,74,01-01-2001
5145,2002,Rondonia,Julho,539,01-01-2002
5146,2003,Rondonia,Julho,516,01-01-2003
5147,2004,Rondonia,Julho,1.233,01-01-2004
5148,2005,Rondonia,Julho,798,01-01-2005
5149,2006,Rondonia,Julho,314,01-01-2006
5150,2007,Rondonia,Julho,187,01-01-2007
5151,2008,Rondonia,Julho,138,01-01-2008
5152,2009,Rondonia,Julho,110,01-01-2009
5153,2010,Rondonia,Julho,747,01-01-2010
5154,2011,Rondonia,Julho,293,01-01-2011
5155,2012,Rondonia,Julho,205,01-01-2012
5156,2013,Rondonia,Julho,117,01-01-2013
5157,2014,Rondonia,Julho,192,01-01-2014
5158,2015,Rondonia,Julho,423,01-01-2015
5159,2016,Rondonia,Julho,969,01-01-2016
5160,2017,Rondonia,Julho,1.28,01-01-2017
5161,1998,Rondonia,Agosto,2.254,01-01-1998
5162,1999,Rondonia,Agosto,1.976,01-01-1999
5163,2000,Rondonia,Agosto,2.197,01-01-2000
5164,2001,Rondonia,Agosto,2.132,01-01-2001
5165,2002,Rondonia,Agosto,3.465,01-01-2002
5166,2003,Rondonia,Agosto,7.06,01-01-2003
5167,2004,Rondonia,Agosto,6.893,01-01-2004
5168,2005,Rondonia,Agosto,6.672,01-01-2005
5169,2006,Rondonia,Agosto,3.124,01-01-2006
5170,2007,Rondonia,Agosto,4.786,01-01-2007
5171,2008,Rondonia,Agosto,1.251,01-01-2008
5172,2009,Rondonia,Agosto,484,01-01-2009
5173,2010,Rondonia,Agosto,4.388,01-01-2010
5174,2011,Rondonia,Agosto,1.161,01-01-2011
5175,2012,Rondonia,Agosto,2.209,01-01-2012
5176,2013,Rondonia,Agosto,885,01-01-2013
5177,2014,Rondonia,Agosto,3.038,01-01-2014
5178,2015,Rondonia,Agosto,3.762,01-01-2015
5179,2016,Rondonia,Agosto,3.675,01-01-2016
5180,2017,Rondonia,Agosto,4.287,01-01-2017
5181,1998,Rondonia,Setembro,3.753,01-01-1998
5182,1999,Rondonia,Setembro,3.062,01-01-1999
5183,2000,Rondonia,Setembro,2.438,01-01-2000
5184,2001,Rondonia,Setembro,1.927,01-01-2001
5185,2002,Rondonia,Setembro,7.067,01-01-2002
5186,2003,Rondonia,Setembro,6.89,01-01-2003
5187,2004,Rondonia,Setembro,13.05,01-01-2004
5188,2005,Rondonia,Setembro,13.972,01-01-2005
5189,2006,Rondonia,Setembro,9.92,01-01-2006
5190,2007,Rondonia,Setembro,6.832,01-01-2007
5191,2008,Rondonia,Setembro,3.726,01-01-2008
5192,2009,Rondonia,Setembro,1.869,01-01-2009
5193,2010,Rondonia,Setembro,4.893,01-01-2010
5194,2011,Rondonia,Setembro,1.782,01-01-2011
5195,2012,Rondonia,Setembro,2.471,01-01-2012
5196,2013,Rondonia,Setembro,1.776,01-01-2013
5197,2014,Rondonia,Setembro,2.8,01-01-2014
5198,2015,Rondonia,Setembro,6.129,01-01-2015
5199,2016,Rondonia,Setembro,4.208,01-01-2016
5200,2017,Rondonia,Setembro,5.638,01-01-2017
5201,1998,Rondonia,Outubro,483,01-01-1998
5202,1999,Rondonia,Outubro,1.884,01-01-1999
5203,2000,Rondonia,Outubro,644,01-01-2000
5204,2001,Rondonia,Outubro,796,01-01-2001
5205,2002,Rondonia,Outubro,3.554,01-01-2002
5206,2003,Rondonia,Outubro,4.962,01-01-2003
5207,2004,Rondonia,Outubro,3.094,01-01-2004
5208,2005,Rondonia,Outubro,2.559,01-01-2005
5209,2006,Rondonia,Outubro,1.148,01-01-2006
5210,2007,Rondonia,Outubro,2.023,01-01-2007
5211,2008,Rondonia,Outubro,1.482,01-01-2008
5212,2009,Rondonia,Outubro,1.444,01-01-2009
5213,2010,Rondonia,Outubro,1.307,01-01-2010
5214,2011,Rondonia,Outubro,822,01-01-2011
5215,2012,Rondonia,Outubro,1.229,01-01-2012
5216,2013,Rondonia,Outubro,555,01-01-2013
5217,2014,Rondonia,Outubro,1.063,01-01-2014
5218,2015,Rondonia,Outubro,2.598,01-01-2015
5219,2016,Rondonia,Outubro,1.844,01-01-2016
5220,2017,Rondonia,Outubro,2.19,01-01-2017
5221,1998,Rondonia,Novembro,3,01-01-1998
5222,1999,Rondonia,Novembro,41,01-01-1999
5223,2000,Rondonia,Novembro,13,01-01-2000
5224,2001,Rondonia,Novembro,91,01-01-2001
5225,2002,Rondonia,Novembro,639,01-01-2002
5226,2003,Rondonia,Novembro,526,01-01-2003
5227,2004,Rondonia,Novembro,452,01-01-2004
5228,2005,Rondonia,Novembro,465,01-01-2005
5229,2006,Rondonia,Novembro,253,01-01-2006
5230,2007,Rondonia,Novembro,53,01-01-2007
5231,2008,Rondonia,Novembro,78,01-01-2008
5232,2009,Rondonia,Novembro,128,01-01-2009
5233,2010,Rondonia,Novembro,238,01-01-2010
5234,2011,Rondonia,Novembro,245,01-01-2011
5235,2012,Rondonia,Novembro,174,01-01-2012
5236,2013,Rondonia,Novembro,108,01-01-2013
5237,2014,Rondonia,Novembro,202,01-01-2014
5238,2015,Rondonia,Novembro,1.002,01-01-2015
5239,2016,Rondonia,Novembro,401,01-01-2016
5240,2017,Rondonia,Novembro,372,01-01-2017
5241,1998,Rondonia,Dezembro,33,01-01-1998
5242,1999,Rondonia,Dezembro,0,01-01-1999
5243,2000,Rondonia,Dezembro,7,01-01-2000
5244,2001,Rondonia,Dezembro,1,01-01-2001
5245,2002,Rondonia,Dezembro,91,01-01-2002
5246,2003,Rondonia,Dezembro,214,01-01-2003
5247,2004,Rondonia,Dezembro,208,01-01-2004
5248,2005,Rondonia,Dezembro,36,01-01-2005
5249,2006,Rondonia,Dezembro,4,01-01-2006
5250,2007,Rondonia,Dezembro,6,01-01-2007
5251,2008,Rondonia,Dezembro,2,01-01-2008
5252,2009,Rondonia,Dezembro,9,01-01-2009
5253,2010,Rondonia,Dezembro,158,01-01-2010
5254,2011,Rondonia,Dezembro,37,01-01-2011
5255,2012,Rondonia,Dezembro,50,01-01-2012
5256,2013,Rondonia,Dezembro,143,01-01-2013
5257,2014,Rondonia,Dezembro,144,01-01-2014
5258,2015,Rondonia,Dezembro,282,01-01-2015
5259,2016,Rondonia,Dezembro,148,01-01-2016
5260,1998,Roraima,Janeiro,0,01-01-1998
5261,1999,Roraima,Janeiro,15,01-01-1999
5262,2000,Roraima,Janeiro,18,01-01-2000
5263,2001,Roraima,Janeiro,101,01-01-2001
5264,2002,Roraima,Janeiro,302,01-01-2002
5265,2003,Roraima,Janeiro,547,01-01-2003
5266,2004,Roraima,Janeiro,355,01-01-2004
5267,2005,Roraima,Janeiro,106,01-01-2005
5268,2006,Roraima,Janeiro,70,01-01-2006
5269,2007,Roraima,Janeiro,194,01-01-2007
5270,2008,Roraima,Janeiro,245,01-01-2008
5271,2009,Roraima,Janeiro,45,01-01-2009
5272,2010,Roraima,Janeiro,351,01-01-2010
5273,2011,Roraima,Janeiro,225,01-01-2011
5274,2012,Roraima,Janeiro,217,01-01-2012
5275,2013,Roraima,Janeiro,397,01-01-2013
5276,2014,Roraima,Janeiro,355,01-01-2014
5277,2015,Roraima,Janeiro,330,01-01-2015
5278,2016,Roraima,Janeiro,1.754,01-01-2016
5279,2017,Roraima,Janeiro,108,01-01-2017
5280,1998,Roraima,Fevereiro,0,01-01-1998
5281,1999,Roraima,Fevereiro,20,01-01-1999
5282,2000,Roraima,Fevereiro,57,01-01-2000
5283,2001,Roraima,Fevereiro,646,01-01-2001
5284,2002,Roraima,Fevereiro,476,01-01-2002
5285,2003,Roraima,Fevereiro,767,01-01-2003
5286,2004,Roraima,Fevereiro,259,01-01-2004
5287,2005,Roraima,Fevereiro,105,01-01-2005
5288,2006,Roraima,Fevereiro,283,01-01-2006
5289,2007,Roraima,Fevereiro,796,01-01-2007
5290,2008,Roraima,Fevereiro,138,01-01-2008
5291,2009,Roraima,Fevereiro,153,01-01-2009
5292,2010,Roraima,Fevereiro,470,01-01-2010
5293,2011,Roraima,Fevereiro,112,01-01-2011
5294,2012,Roraima,Fevereiro,130,01-01-2012
5295,2013,Roraima,Fevereiro,62,01-01-2013
5296,2014,Roraima,Fevereiro,226,01-01-2014
5297,2015,Roraima,Fevereiro,418,01-01-2015
5298,2016,Roraima,Fevereiro,171,01-01-2016
5299,2017,Roraima,Fevereiro,129,01-01-2017
5300,1998,Roraima,Março,0,01-01-1998
5301,1999,Roraima,Março,98,01-01-1999
5302,2000,Roraima,Março,125,01-01-2000
5303,2001,Roraima,Março,1.108,01-01-2001
5304,2002,Roraima,Março,820,01-01-2002
5305,2003,Roraima,Março,1.131,01-01-2003
5306,2004,Roraima,Março,276,01-01-2004
5307,2005,Roraima,Março,244,01-01-2005
5308,2006,Roraima,Março,385,01-01-2006
5309,2007,Roraima,Março,665,01-01-2007
5310,2008,Roraima,Março,422,01-01-2008
5311,2009,Roraima,Março,176,01-01-2009
5312,2010,Roraima,Março,417,01-01-2010
5313,2011,Roraima,Março,91,01-01-2011
5314,2012,Roraima,Março,99,01-01-2012
5315,2013,Roraima,Março,179,01-01-2013
5316,2014,Roraima,Março,494,01-01-2014
5317,2015,Roraima,Março,163,01-01-2015
5318,2016,Roraima,Março,1.081,01-01-2016
5319,2017,Roraima,Março,216,01-01-2017
5320,1998,Roraima,Abril,0,01-01-1998
5321,1999,Roraima,Abril,16,01-01-1999
5322,2000,Roraima,Abril,0,01-01-2000
5323,2001,Roraima,Abril,380,01-01-2001
5324,2002,Roraima,Abril,41,01-01-2002
5325,2003,Roraima,Abril,268,01-01-2003
5326,2004,Roraima,Abril,182,01-01-2004
5327,2005,Roraima,Abril,22,01-01-2005
5328,2006,Roraima,Abril,201,01-01-2006
5329,2007,Roraima,Abril,58,01-01-2007
5330,2008,Roraima,Abril,175,01-01-2008
5331,2009,Roraima,Abril,115,01-01-2009
5332,2010,Roraima,Abril,15,01-01-2010
5333,2011,Roraima,Abril,108,01-01-2011
5334,2012,Roraima,Abril,25,01-01-2012
5335,2013,Roraima,Abril,87,01-01-2013
5336,2014,Roraima,Abril,162,01-01-2014
5337,2015,Roraima,Abril,278,01-01-2015
5338,2016,Roraima,Abril,126,01-01-2016
5339,2017,Roraima,Abril,51,01-01-2017
5340,1998,Roraima,Maio,0,01-01-1998
5341,1999,Roraima,Maio,0,01-01-1999
5342,2000,Roraima,Maio,7,01-01-2000
5343,2001,Roraima,Maio,9,01-01-2001
5344,2002,Roraima,Maio,0,01-01-2002
5345,2003,Roraima,Maio,0,01-01-2003
5346,2004,Roraima,Maio,2,01-01-2004
5347,2005,Roraima,Maio,1,01-01-2005
5348,2006,Roraima,Maio,0,01-01-2006
5349,2007,Roraima,Maio,0,01-01-2007
5350,2008,Roraima,Maio,8,01-01-2008
5351,2009,Roraima,Maio,219,01-01-2009
5352,2010,Roraima,Maio,3,01-01-2010
5353,2011,Roraima,Maio,4,01-01-2011
5354,2012,Roraima,Maio,18,01-01-2012
5355,2013,Roraima,Maio,4,01-01-2013
5356,2014,Roraima,Maio,58,01-01-2014
5357,2015,Roraima,Maio,12,01-01-2015
5358,2016,Roraima,Maio,22,01-01-2016
5359,2017,Roraima,Maio,29,01-01-2017
5360,1998,Roraima,Junho,0,01-01-1998
5361,1999,Roraima,Junho,3,01-01-1999
5362,2000,Roraima,Junho,0,01-01-2000
5363,2001,Roraima,Junho,1,01-01-2001
5364,2002,Roraima,Junho,0,01-01-2002
5365,2003,Roraima,Junho,0,01-01-2003
5366,2004,Roraima,Junho,6,01-01-2004
5367,2005,Roraima,Junho,5,01-01-2005
5368,2006,Roraima,Junho,0,01-01-2006
5369,2007,Roraima,Junho,1,01-01-2007
5370,2008,Roraima,Junho,0,01-01-2008
5371,2009,Roraima,Junho,16,01-01-2009
5372,2010,Roraima,Junho,0,01-01-2010
5373,2011,Roraima,Junho,6,01-01-2011
5374,2012,Roraima,Junho,22,01-01-2012
5375,2013,Roraima,Junho,6,01-01-2013
5376,2014,Roraima,Junho,4,01-01-2014
5377,2015,Roraima,Junho,3,01-01-2015
5378,2016,Roraima,Junho,7,01-01-2016
5379,2017,Roraima,Junho,4,01-01-2017
5380,1998,Roraima,Julho,1,01-01-1998
5381,1999,Roraima,Julho,4,01-01-1999
5382,2000,Roraima,Julho,0,01-01-2000
5383,2001,Roraima,Julho,1,01-01-2001
5384,2002,Roraima,Julho,7,01-01-2002
5385,2003,Roraima,Julho,0,01-01-2003
5386,2004,Roraima,Julho,2,01-01-2004
5387,2005,Roraima,Julho,2,01-01-2005
5388,2006,Roraima,Julho,0,01-01-2006
5389,2007,Roraima,Julho,3,01-01-2007
5390,2008,Roraima,Julho,0,01-01-2008
5391,2009,Roraima,Julho,18,01-01-2009
5392,2010,Roraima,Julho,1,01-01-2010
5393,2011,Roraima,Julho,9,01-01-2011
5394,2012,Roraima,Julho,2,01-01-2012
5395,2013,Roraima,Julho,4,01-01-2013
5396,2014,Roraima,Julho,9,01-01-2014
5397,2015,Roraima,Julho,5,01-01-2015
5398,2016,Roraima,Julho,0,01-01-2016
5399,2017,Roraima,Julho,3,01-01-2017
5400,1998,Roraima,Agosto,0,01-01-1998
5401,1999,Roraima,Agosto,1,01-01-1999
5402,2000,Roraima,Agosto,9,01-01-2000
5403,2001,Roraima,Agosto,4,01-01-2001
5404,2002,Roraima,Agosto,7,01-01-2002
5405,2003,Roraima,Agosto,2,01-01-2003
5406,2004,Roraima,Agosto,18,01-01-2004
5407,2005,Roraima,Agosto,9,01-01-2005
5408,2006,Roraima,Agosto,4,01-01-2006
5409,2007,Roraima,Agosto,2,01-01-2007
5410,2008,Roraima,Agosto,4,01-01-2008
5411,2009,Roraima,Agosto,29,01-01-2009
5412,2010,Roraima,Agosto,3,01-01-2010
5413,2011,Roraima,Agosto,39,01-01-2011
5414,2012,Roraima,Agosto,4,01-01-2012
5415,2013,Roraima,Agosto,3,01-01-2013
